,clf,max_depth,max_features_sk,budget,max_features_sporf,sporf_fc,loss
0,skrf,8016,0.015172995128209741,18.51851851851852,,,0.30000000000000004
1,sporf,547,,18.51851851851852,1.4198295951912558,8.0,0.21699999999999997
2,sporf,9,,500.0,2.3178056088712222,8.0,0.20399999999999996
3,sporf,9,,500.0,2.3178056088712222,8.0,0.18300000000000005
4,sporf,9,,500.0,2.3178056088712222,8.0,0.18000000000000005
5,sporf,9,,500.0,2.3178056088712222,8.0,0.19199999999999995
6,skrf,7,0.47336269551463517,18.51851851851852,,,0.251
7,sporf,53,,55.55555555555555,2.4890481282900025,8.0,0.19999999999999996
8,sporf,53,,55.55555555555555,2.4890481282900025,8.0,0.19699999999999995
9,skrf,2,0.6367592863646767,18.51851851851852,,,0.548
10,sporf,7621,,166.66666666666666,0.7838246209626224,4.0,0.19899999999999995
11,sporf,7621,,166.66666666666666,0.7838246209626224,4.0,0.19299999999999995
12,sporf,7621,,166.66666666666666,0.7838246209626224,4.0,0.19799999999999995
13,sporf,6447,,18.51851851851852,0.5693546615769839,1.5,0.23199999999999998
14,sporf,5030,,18.51851851851852,1.7233047922221465,3.0,0.21699999999999997
15,sporf,5,,18.51851851851852,2.7575756315962763,2.5,0.268
16,sporf,16,,55.55555555555555,2.412605406375249,3.0,0.20399999999999996
17,sporf,16,,55.55555555555555,2.412605406375249,3.0,0.20299999999999996
18,sporf,27,,55.55555555555555,2.707532919276496,3.0,0.19999999999999996
19,sporf,27,,55.55555555555555,2.707532919276496,3.0,0.19699999999999995
20,sporf,898,,18.51851851851852,0.4849658271387266,2.0,0.21499999999999997
21,skrf,19,0.12329868839097333,18.51851851851852,,,0.237
22,skrf,2560,0.6226622104593118,18.51851851851852,,,0.244
23,skrf,3454,0.10229978749716306,18.51851851851852,,,0.257
24,sporf,7,,18.51851851851852,2.2213756135972775,2.5,0.21799999999999997
25,sporf,11,,55.55555555555555,2.5542250389520538,2.5,0.19699999999999995
26,sporf,11,,55.55555555555555,2.5542250389520538,2.5,0.19599999999999995
27,sporf,6,,18.51851851851852,2.987304988274644,2.5,0.22199999999999998
28,sporf,17,,18.51851851851852,2.449759677802484,2.5,0.20499999999999996
29,skrf,318,0.2554077861833722,18.51851851851852,,,0.246
30,sporf,52,,18.51851851851852,3.3027915410126303,2.5,0.20999999999999996
