,clf,max_depth,max_features_sporf,sporf_fc,budget,max_features_sk,loss
0,sporf,26,0.919022997528843,3.0,55.55555555555555,,0.45125000000000004
1,sporf,26,0.919022997528843,3.0,55.55555555555555,,0.40249999999999997
2,skrf,3558,,,18.51851851851852,0.7517272491073702,0.49
3,sporf,1053,2.360090918018094,2.0,55.55555555555555,,0.43999999999999995
4,sporf,1053,2.360090918018094,2.0,55.55555555555555,,0.405
5,sporf,20,2.3548078622134794,3.0,18.51851851851852,,0.47
6,sporf,157,2.982570663948614,4.0,55.55555555555555,,0.43625
7,sporf,157,2.982570663948614,4.0,55.55555555555555,,0.40375000000000005
8,sporf,31,0.7689017469279301,8.0,166.66666666666666,,0.4425
9,sporf,31,0.7689017469279301,8.0,166.66666666666666,,0.39875000000000005
10,sporf,31,0.7689017469279301,8.0,166.66666666666666,,0.39
11,skrf,2056,,,18.51851851851852,0.42830052748653014,0.5075000000000001
12,skrf,608,,,18.51851851851852,0.5831665671890778,0.48250000000000004
13,sporf,678,3.232446958896442,1.0,166.66666666666666,,0.45499999999999996
14,sporf,678,3.232446958896442,1.0,166.66666666666666,,0.4
15,sporf,678,3.232446958896442,1.0,166.66666666666666,,0.39125
16,skrf,71,,,18.51851851851852,0.02734825251357398,0.5125
17,skrf,31,,,18.51851851851852,0.20221709813020955,0.47750000000000004
18,skrf,6017,,,18.51851851851852,0.40517658905431403,0.48750000000000004
19,sporf,10,1.1828626904296546,4.0,18.51851851851852,,0.75625
20,sporf,2565,1.215586491487869,3.0,55.55555555555555,,0.44125000000000003
21,sporf,2565,1.215586491487869,3.0,55.55555555555555,,0.40125
22,skrf,24,,,18.51851851851852,0.37355517587421716,0.49250000000000005
23,sporf,14,3.491366848597384,8.0,18.51851851851852,,0.66625
24,skrf,99,,,18.51851851851852,0.05567942264161694,0.49250000000000005
25,skrf,744,,,18.51851851851852,0.8996344155174394,0.5075000000000001
26,skrf,16,,,18.51851851851852,0.7939531108134569,0.48875
27,skrf,31,,,18.51851851851852,0.15124949387175568,0.48250000000000004
28,sporf,734,0.562633715255864,1.5,18.51851851851852,,0.45999999999999996
29,sporf,8,0.4275565460995069,2.0,18.51851851851852,,0.7175
30,skrf,2287,,,18.51851851851852,0.2582635343371187,0.49250000000000005
31,sporf,35,3.8085730280872765,4.0,500.0,,0.43500000000000005
32,sporf,35,3.8085730280872765,4.0,500.0,,0.39
33,sporf,35,3.8085730280872765,4.0,500.0,,0.37749999999999995
34,sporf,35,3.8085730280872765,4.0,500.0,,0.38375000000000004
35,sporf,50,0.4561319301479182,1.5,55.55555555555555,,0.43999999999999995
36,sporf,50,0.4561319301479182,1.5,55.55555555555555,,0.4125
37,sporf,55,1.633600359464802,3.0,55.55555555555555,,0.44875
38,sporf,55,1.633600359464802,3.0,55.55555555555555,,0.40249999999999997
39,sporf,19,0.20510169423074595,3.0,18.51851851851852,,0.4575
40,sporf,168,0.5402899679283824,2.5,55.55555555555555,,0.42000000000000004
41,sporf,1846,2.4069911217634177,3.0,166.66666666666666,,0.39625
42,sporf,1846,2.4069911217634177,3.0,166.66666666666666,,0.39749999999999996
