,clf,max_depth,max_features_sk,budget,max_features_sporf,sporf_fc,loss
0,skrf,58,0.7707441336578899,18.51851851851852,,,0.13801756587202008
1,sporf,1289,,55.55555555555555,2.5990499368683584,1.0,0.12672521957340022
2,sporf,1289,,55.55555555555555,2.5990499368683584,1.0,0.10414052697616061
3,sporf,3,,18.51851851851852,3.5963964944961115,1.5,0.3989962358845671
4,sporf,95,,18.51851851851852,3.14333276393634,8.0,0.14429109159347553
5,sporf,3,,18.51851851851852,3.810772336447952,1.5,0.46173149309912176
6,skrf,1462,0.4898561246839554,18.51851851851852,,,0.13174404015056462
7,sporf,517,,500.0,1.3408691812200746,2.5,0.11543287327478047
8,sporf,517,,500.0,1.3408691812200746,2.5,0.09033877038895854
9,sporf,517,,500.0,1.3408691812200746,2.5,0.0865746549560853
10,sporf,517,,500.0,1.3408691812200746,2.5,0.08406524466750309
11,sporf,17,,55.55555555555555,1.3318344756682043,2.5,0.10414052697616061
12,sporf,17,,55.55555555555555,1.3318344756682043,2.5,0.0991217063989962
13,skrf,1180,0.4353714859457439,55.55555555555555,,,0.13174404015056462
14,skrf,1180,0.4353714859457439,55.55555555555555,,,0.09786700125470515
15,sporf,1471,,55.55555555555555,2.1069169616239383,1.0,0.12045169385194476
16,sporf,1471,,55.55555555555555,2.1069169616239383,1.0,0.10037641154328736
17,sporf,1725,,55.55555555555555,1.746078339219978,1.5,0.11919698870765372
18,sporf,1725,,55.55555555555555,1.746078339219978,1.5,0.096612296110414
19,skrf,1663,0.44411166831926113,18.51851851851852,,,0.13676286072772903
20,sporf,471,,18.51851851851852,1.5828929770165392,8.0,0.14680050188205773
21,sporf,2278,,18.51851851851852,2.7019910386705868,8.0,0.1656210790464241
22,skrf,1848,0.11232740236645199,55.55555555555555,,,0.11668757841907151
23,skrf,1848,0.11232740236645199,55.55555555555555,,,0.09535759096612295
24,sporf,1479,,18.51851851851852,1.6215849103518198,8.0,0.16436637390213304
25,sporf,29,,18.51851851851852,1.4665642087401627,8.0,0.15307402760351319
26,sporf,217,,18.51851851851852,2.0230476016976975,8.0,0.15307402760351319
27,sporf,6186,,18.51851851851852,1.2186597309172165,8.0,0.15056461731493098
28,sporf,991,,18.51851851851852,0.2789194013643314,4.0,0.16687578419071514
29,sporf,782,,166.66666666666666,1.6118068580504017,3.0,0.12421580928481801
30,sporf,782,,166.66666666666666,1.6118068580504017,3.0,0.09033877038895854
31,sporf,782,,166.66666666666666,1.6118068580504017,3.0,0.0865746549560853
32,sporf,162,,18.51851851851852,2.03352409564285,8.0,0.14680050188205773
33,sporf,2782,,166.66666666666666,2.2490787986090344,2.0,0.13174404015056462
34,sporf,2782,,166.66666666666666,2.2490787986090344,2.0,0.0941028858218319
35,sporf,2782,,166.66666666666666,2.2490787986090344,2.0,0.0890840652446675
36,sporf,153,,18.51851851851852,1.6841054591169653,8.0,0.16185696361355084
37,sporf,3426,,18.51851851851852,1.8329659703211207,8.0,0.15432873274780423
38,sporf,190,,18.51851851851852,2.0657439356383556,8.0,0.13550815558343787
39,sporf,4552,,18.51851851851852,1.7657747353138153,8.0,0.1631116687578419
40,sporf,276,,55.55555555555555,1.9361957710344193,8.0,0.11292346298619826
41,skrf,156,0.11221792421757769,500.0,,,0.08281053952321205
42,skrf,156,0.11221792421757769,500.0,,,0.08281053952321205
43,skrf,156,0.11221792421757769,500.0,,,0.0865746549560853
44,skrf,2447,0.11140760628196605,55.55555555555555,,,0.11166875784190711
45,skrf,3476,0.11226845925400297,166.66666666666666,,,0.0915934755332497
46,skrf,3476,0.11226845925400297,166.66666666666666,,,0.0890840652446675
47,sporf,240,,55.55555555555555,1.344993905134177,2.5,0.09786700125470515
48,sporf,361,,55.55555555555555,1.1430684618395373,2.5,0.10414052697616061
49,skrf,4,0.682583340974165,55.55555555555555,,,0.2898368883312421
50,sporf,6257,,55.55555555555555,1.227244006658034,2.5,0.0991217063989962
51,skrf,28,0.11106472571814642,166.66666666666666,,,0.0941028858218319
52,skrf,28,0.11106472571814642,166.66666666666666,,,0.08406524466750309
53,sporf,343,,166.66666666666666,3.761463123578096,2.0,0.08406524466750309
54,skrf,368,0.11156429282985762,500.0,,,0.07528230865746555
55,skrf,368,0.11156429282985762,500.0,,,0.08030112923462984
56,sporf,25,,166.66666666666666,3.84281214446544,1.5,0.09284818067754075
57,skrf,56,0.11216273750863391,500.0,,,0.0790464240903388
58,skrf,56,0.11216273750863391,500.0,,,0.08406524466750309
59,sporf,84,,166.66666666666666,3.7077638907070405,2.5,0.0865746549560853
60,skrf,623,0.11217831329523896,166.66666666666666,,,0.08531994981179425
61,skrf,1456,0.10633603640629097,500.0,,,0.07528230865746555
62,sporf,207,,500.0,3.7542043281752817,2.0,0.08281053952321205
63,skrf,733,0.10788276211535092,500.0,,,0.0865746549560853
64,skrf,29,0.10781976328174761,500.0,,,0.07779171894604764
65,skrf,183,0.2013563594809358,55.55555555555555,,,0.10790464240903386
66,skrf,183,0.2013563594809358,55.55555555555555,,,0.0941028858218319
67,skrf,41,0.10534926529481961,55.55555555555555,,,0.11668757841907151
68,skrf,41,0.10534926529481961,55.55555555555555,,,0.09535759096612295
69,sporf,1809,,18.51851851851852,1.6826761157214671,4.0,0.12797992471769137
70,skrf,1127,0.10600850493087233,18.51851851851852,,,0.13174404015056462
71,sporf,54,,18.51851851851852,1.791402669151866,2.0,0.12672521957340022
72,skrf,999,0.10678087195205191,18.51851851851852,,,0.12296110414052697
73,skrf,57,0.10569119076739801,18.51851851851852,,,0.13425345043914683
74,skrf,409,0.11247850778455108,55.55555555555555,,,0.10915934755332501
75,skrf,409,0.11247850778455108,55.55555555555555,,,0.09786700125470515
76,skrf,19,0.10959196183006896,55.55555555555555,,,0.11668757841907151
77,skrf,19,0.10959196183006896,55.55555555555555,,,0.0941028858218319
78,skrf,172,0.10640645054781817,18.51851851851852,,,0.12547051442910917
79,skrf,637,0.10662388891843985,18.51851851851852,,,0.12923462986198242
80,skrf,385,0.10679379785442324,18.51851851851852,,,0.13174404015056462
81,sporf,1533,,18.51851851851852,1.948133409305046,3.0,0.13174404015056462
82,sporf,923,,166.66666666666666,3.760287680815077,2.0,0.11292346298619826
83,sporf,923,,166.66666666666666,3.760287680815077,2.0,0.08782936010037645
84,sporf,923,,166.66666666666666,3.760287680815077,2.0,0.0941028858218319
85,skrf,255,0.1073514286125162,18.51851851851852,,,0.12170639899623592
86,skrf,164,0.10740435161123067,18.51851851851852,,,0.12045169385194476
87,skrf,521,0.10492698273857856,18.51851851851852,,,0.12672521957340022
88,skrf,626,0.1056630297322645,18.51851851851852,,,0.12547051442910917
89,sporf,23,,18.51851851851852,3.7542678987024005,2.0,0.12797992471769137
90,skrf,22,0.32805447801106574,18.51851851851852,,,0.12296110414052697
91,skrf,72,0.10362777230619782,166.66666666666666,,,0.11668757841907151
92,skrf,72,0.10362777230619782,166.66666666666666,,,0.09284818067754075
93,skrf,72,0.10362777230619782,166.66666666666666,,,0.08406524466750309
94,skrf,232,0.11130428540235165,55.55555555555555,,,0.11668757841907151
95,skrf,232,0.11130428540235165,55.55555555555555,,,0.10037641154328736
96,skrf,323,0.10469061861756024,500.0,,,0.11668757841907151
97,skrf,323,0.10469061861756024,500.0,,,0.0865746549560853
98,skrf,323,0.10469061861756024,500.0,,,0.07151819322459219
99,skrf,323,0.10469061861756024,500.0,,,0.081555834378921
100,skrf,4,0.10840293251959547,18.51851851851852,,,0.25345043914680054
101,skrf,5350,0.04605879003536764,18.51851851851852,,,0.13174404015056462
102,sporf,63,,55.55555555555555,3.769201771197781,2.0,0.11919698870765372
103,sporf,63,,55.55555555555555,3.769201771197781,2.0,0.0941028858218319
104,sporf,5,,18.51851851851852,2.742406401050623,3.0,0.21455457967377667
105,skrf,545,0.1075470995163433,166.66666666666666,,,0.0865746549560853
106,skrf,545,0.1075470995163433,166.66666666666666,,,0.08531994981179425
107,skrf,720,0.10142106055664045,55.55555555555555,,,0.09786700125470515
108,sporf,9,,55.55555555555555,2.4820504956846907,3.0,0.1016311166875784
109,skrf,432,0.10316377367980485,166.66666666666666,,,0.0915934755332497
110,skrf,432,0.10316377367980485,166.66666666666666,,,0.09284818067754075
111,skrf,899,0.10288661725799154,55.55555555555555,,,0.09786700125470515
112,skrf,41,0.748704152065508,55.55555555555555,,,0.11417816813048931
113,sporf,30,,55.55555555555555,0.6242345167000317,3.0,0.096612296110414
114,skrf,37,0.10947928443683119,500.0,,,0.09033877038895854
115,skrf,37,0.10947928443683119,500.0,,,0.08030112923462984
116,skrf,37,0.10947928443683119,500.0,,,0.07653701380175659
117,sporf,34,,55.55555555555555,0.9402791034134619,4.0,0.096612296110414
118,skrf,26,0.13026575888917885,166.66666666666666,,,0.08782936010037645
119,skrf,99,0.11087981982057867,500.0,,,0.08030112923462984
120,skrf,99,0.11087981982057867,500.0,,,0.08281053952321205
121,skrf,245,0.10728571022655393,166.66666666666666,,,0.08406524466750309
122,skrf,143,0.11514999291953584,500.0,,,0.07779171894604764
123,skrf,143,0.11514999291953584,500.0,,,0.08030112923462984
124,skrf,32,0.11178858012558039,166.66666666666666,,,0.08406524466750309
125,skrf,789,0.4922522950692058,166.66666666666666,,,0.09786700125470515
126,skrf,1124,0.08998424459177706,500.0,,,0.07779171894604764
127,skrf,922,0.06793108541230851,500.0,,,0.0790464240903388
128,skrf,799,0.05125180657286286,500.0,,,0.07528230865746555
129,skrf,1131,0.13968891545093695,500.0,,,0.081555834378921
130,skrf,109,0.01345926008378059,18.51851851851852,,,0.15432873274780423
131,skrf,271,0.012470545233728729,18.51851851851852,,,0.16436637390213304
132,skrf,2,0.5311524556345916,18.51851851851852,,,0.5834378920953576
133,skrf,83,0.3764174414736835,55.55555555555555,,,0.12672521957340022
134,skrf,83,0.3764174414736835,55.55555555555555,,,0.10539523212045165
135,sporf,2,,18.51851851851852,2.3282429281717802,4.0,0.713927227101631
136,skrf,3,0.016953275886464662,18.51851851851852,,,0.2848180677540778
137,skrf,8,0.012188230404791013,18.51851851851852,,,0.1806775407779172
138,skrf,2,0.2134813950892715,18.51851851851852,,,0.5106649937264742
139,skrf,3,0.5172257345619645,18.51851851851852,,,0.4228356336260979
140,skrf,81,0.06713328508400054,55.55555555555555,,,0.14052697616060228
141,skrf,81,0.06713328508400054,55.55555555555555,,,0.096612296110414
142,skrf,1284,0.013946326205000439,18.51851851851852,,,0.15683814303638643
143,skrf,228,0.2566895578241319,55.55555555555555,,,0.10790464240903386
144,skrf,228,0.2566895578241319,55.55555555555555,,,0.10037641154328736
145,skrf,8,0.017145212396650636,18.51851851851852,,,0.1631116687578419
146,skrf,399,0.01530733124285395,18.51851851851852,,,0.15432873274780423
147,skrf,3,0.015082641814321533,18.51851851851852,,,0.31116687578419067
148,sporf,797,,166.66666666666666,1.745758663735111,3.0,0.12421580928481801
149,sporf,797,,166.66666666666666,1.745758663735111,3.0,0.0915934755332497
150,sporf,797,,166.66666666666666,1.745758663735111,3.0,0.0865746549560853
151,skrf,1323,0.26367760342346075,55.55555555555555,,,0.12547051442910917
152,skrf,1323,0.26367760342346075,55.55555555555555,,,0.10037641154328736
153,skrf,5,0.29981582107739074,18.51851851851852,,,0.1957340025094103
154,skrf,2821,0.011668526791182824,18.51851851851852,,,0.1656210790464241
155,skrf,4334,0.012441724814602168,18.51851851851852,,,0.17691342534504395
156,sporf,197,,55.55555555555555,1.556303636805226,1.0,0.12170639899623592
157,sporf,197,,55.55555555555555,1.556303636805226,1.0,0.10288582183186956
158,skrf,2,0.012488132964462533,18.51851851851852,,,0.42910915934755334
159,skrf,4,0.0118213314085021,18.51851851851852,,,0.25595984943538264
160,skrf,7868,0.025446076194244938,18.51851851851852,,,0.1555834378920954
161,skrf,729,0.016295395071307603,500.0,,,0.14429109159347553
162,skrf,729,0.016295395071307603,500.0,,,0.0890840652446675
163,skrf,729,0.016295395071307603,500.0,,,0.08281053952321205
164,skrf,729,0.016295395071307603,500.0,,,0.07653701380175659
165,skrf,20,0.24997670988887216,166.66666666666666,,,0.14052697616060228
166,skrf,20,0.24997670988887216,166.66666666666666,,,0.08030112923462984
167,skrf,20,0.24997670988887216,166.66666666666666,,,0.08531994981179425
168,sporf,65,,55.55555555555555,1.9798983565026433,1.5,0.12170639899623592
169,sporf,65,,55.55555555555555,1.9798983565026433,1.5,0.0915934755332497
170,skrf,4476,0.29707482938434476,55.55555555555555,,,0.1016311166875784
171,skrf,5,0.23508212584410687,55.55555555555555,,,0.19447929736511915
172,skrf,13,0.22905231164343007,166.66666666666666,,,0.10037641154328736
173,skrf,13,0.22905231164343007,166.66666666666666,,,0.08531994981179425
174,skrf,24,0.28970587034573875,55.55555555555555,,,0.10288582183186956
175,skrf,3,0.2601016593507741,55.55555555555555,,,0.3638644918444166
176,skrf,3,0.270799441751366,55.55555555555555,,,0.30614805520702637
177,skrf,102,0.2868862799402719,166.66666666666666,,,0.10037641154328736
178,skrf,102,0.2868862799402719,166.66666666666666,,,0.08531994981179425
179,skrf,6728,0.29346058450726675,55.55555555555555,,,0.10915934755332501
180,skrf,477,0.09544678817731095,500.0,,,0.096612296110414
181,skrf,477,0.09544678817731095,500.0,,,0.07779171894604764
182,skrf,477,0.09544678817731095,500.0,,,0.0790464240903388
