,clf,max_depth,max_features_sporf,sporf_fc,budget,max_features_sk,loss
0,sporf,2,3.697462998412686,2.0,18.51851851851852,,0.238272921108742
1,sporf,294,3.2674208294053,8.0,18.51851851851852,,0.22547974413646055
2,skrf,1285,,,55.55555555555555,0.8681561136668889,0.20788912579957353
3,skrf,1285,,,55.55555555555555,0.8681561136668889,0.20415778251599148
4,skrf,97,,,55.55555555555555,0.7238175655037812,0.2158848614072495
5,skrf,97,,,55.55555555555555,0.7238175655037812,0.20735607675906187
6,sporf,325,1.1781501071975553,2.5,18.51851851851852,,0.22281449893390193
7,skrf,16,,,55.55555555555555,0.8797042477271128,0.21375266524520253
8,skrf,16,,,55.55555555555555,0.8797042477271128,0.20948827292110872
9,sporf,896,0.5815446688715087,1.5,18.51851851851852,,0.21855010660980811
10,sporf,6,3.7205415835682967,2.5,55.55555555555555,,0.2142857142857143
11,sporf,6,3.7205415835682967,2.5,55.55555555555555,,0.2174840085287847
12,sporf,28,0.8961365712852891,2.0,18.51851851851852,,0.21908315565031988
13,skrf,568,,,18.51851851851852,0.7289944417327507,0.21908315565031988
14,sporf,517,2.7000905891429823,1.5,55.55555555555555,,0.2084221748400853
15,sporf,517,2.7000905891429823,1.5,55.55555555555555,,0.21321961620469088
16,skrf,10,,,18.51851851851852,0.018429768440110808,0.25533049040511724
17,sporf,179,2.6856951238618163,1.5,18.51851851851852,,0.22068230277185497
18,sporf,99,1.0085018126135734,2.0,55.55555555555555,,0.2174840085287847
19,sporf,99,1.0085018126135734,2.0,55.55555555555555,,0.2100213219616205
20,sporf,3519,1.9180235988937417,1.5,18.51851851851852,,0.22228144989339016
21,sporf,310,1.9573499551772326,1.5,166.66666666666666,,0.21321961620469088
22,sporf,310,1.9573499551772326,1.5,166.66666666666666,,0.2036247334754797
23,sporf,310,1.9573499551772326,1.5,166.66666666666666,,0.20149253731343286
24,sporf,28,1.109413393293167,1.0,166.66666666666666,,0.21215351812366734
25,sporf,28,1.109413393293167,1.0,166.66666666666666,,0.2036247334754797
26,sporf,28,1.109413393293167,1.0,166.66666666666666,,0.19829424307036247
27,sporf,346,2.3751663280496045,1.5,18.51851851851852,,0.22547974413646055
28,sporf,38,1.6894206669011573,2.0,18.51851851851852,,0.22068230277185497
29,skrf,17,,,18.51851851851852,0.8683577631831911,0.2174840085287847
30,skrf,35,,,18.51851851851852,0.20432567049054845,0.21908315565031988
31,sporf,113,0.15362378678102756,4.0,18.51851851851852,,0.2201492537313433
32,sporf,972,1.8037787043642446,1.5,18.51851851851852,,0.23347547974413652
33,skrf,5747,,,18.51851851851852,0.8619817532913362,0.21801705756929635
34,sporf,636,2.7187599575086043,1.5,500.0,,0.21535181236673773
35,sporf,636,2.7187599575086043,1.5,500.0,,0.2025586353944563
36,sporf,636,2.7187599575086043,1.5,500.0,,0.1977611940298507
37,sporf,636,2.7187599575086043,1.5,500.0,,0.20202558635394452
38,sporf,2,0.9487131891761367,2.0,18.51851851851852,,0.2350746268656716
39,sporf,3,2.8614082674327133,2.0,18.51851851851852,,0.22388059701492535
40,sporf,395,1.928580270458665,4.0,500.0,,0.1993603411513859
41,sporf,395,1.928580270458665,4.0,500.0,,0.19722814498933905
42,sporf,395,1.928580270458665,4.0,500.0,,0.1993603411513859
43,skrf,8,,,55.55555555555555,0.8699784013697419,0.2126865671641791
44,sporf,6,1.713135358526037,2.0,55.55555555555555,,0.21801705756929635
45,skrf,150,,,166.66666666666666,0.7447414748063351,0.2009594882729211
46,skrf,150,,,166.66666666666666,0.7447414748063351,0.2052238805970149
47,skrf,246,,,55.55555555555555,0.6605882310692818,0.2068230277185501
48,skrf,2793,,,55.55555555555555,0.8427438091689727,0.2068230277185501
49,sporf,827,2.516216517975292,4.0,55.55555555555555,,0.2025586353944563
50,sporf,1853,2.2063257972104253,8.0,166.66666666666666,,0.20202558635394452
51,sporf,1853,2.2063257972104253,8.0,166.66666666666666,,0.2009594882729211
52,sporf,3443,2.2084250627318225,1.5,55.55555555555555,,0.21162046908315568
53,sporf,1176,2.509461927373879,2.0,500.0,,0.1977611940298507
54,sporf,1176,2.509461927373879,2.0,500.0,,0.2009594882729211
55,skrf,45,,,166.66666666666666,0.6747379537261333,0.20042643923240944
56,skrf,2,,,166.66666666666666,0.39585047976686,0.23614072494669514
57,sporf,12,3.915872197002384,2.5,500.0,,0.1993603411513859
58,sporf,12,3.915872197002384,2.5,500.0,,0.19882729211087424
59,sporf,657,3.2714113047146314,1.0,166.66666666666666,,0.2084221748400853
60,skrf,3,,,166.66666666666666,0.20576911317245697,0.2409381663113006
61,sporf,3082,0.7922039660167532,2.0,500.0,,0.19722814498933905
62,skrf,91,,,500.0,0.19716110828555253,0.1950959488272921
63,sporf,715,1.7034628386156727,1.5,500.0,,0.19989339019189767
64,sporf,19,1.154018170720475,2.5,500.0,,0.1977611940298507
65,sporf,70,1.8442714967858813,2.0,55.55555555555555,,0.21481876332622596
66,sporf,70,1.8442714967858813,2.0,55.55555555555555,,0.20628997867803833
67,skrf,47,,,18.51851851851852,0.6599037996179172,0.21961620469083154
68,sporf,3589,2.6204472698888486,8.0,18.51851851851852,,0.23240938166311298
69,sporf,29,1.9032707012651835,1.5,18.51851851851852,,0.2158848614072495
70,skrf,93,,,18.51851851851852,0.6747782768099846,0.22441364605543712
71,skrf,517,,,55.55555555555555,0.4684642325289975,0.21215351812366734
72,skrf,517,,,55.55555555555555,0.4684642325289975,0.20628997867803833
73,sporf,6,1.4649819190815545,1.5,18.51851851851852,,0.21855010660980811
74,sporf,672,2.9614497842417418,8.0,18.51851851851852,,0.22601279317697232
75,sporf,24,2.639604379677383,1.5,18.51851851851852,,0.21855010660980811
76,skrf,51,,,18.51851851851852,0.2536656948345848,0.2233475479744137
77,sporf,109,1.669000744195879,2.5,18.51851851851852,,0.22068230277185497
