,clf,max_depth,max_features_sporf,sporf_fc,budget,max_features_sk,loss
0,sporf,17,3.822475810652273,2.0,18.51851851851852,,0.06084311169056933
1,skrf,265,,,166.66666666666666,0.121087390122902,0.05780095610604086
2,skrf,265,,,166.66666666666666,0.121087390122902,0.05258583224684921
3,skrf,265,,,166.66666666666666,0.121087390122902,0.054324206866579794
4,skrf,843,,,18.51851851851852,0.5640158380463725,0.06431986093003039
5,sporf,20,2.5756337180329454,8.0,500.0,,0.05823554976097345
6,sporf,20,2.5756337180329454,8.0,500.0,,0.05171664493698391
7,sporf,20,2.5756337180329454,8.0,500.0,,0.05171664493698391
8,sporf,20,2.5756337180329454,8.0,500.0,,0.05258583224684921
9,sporf,3,1.273269262100476,2.5,18.51851851851852,,0.08170360712733593
10,sporf,7,1.6416970188760003,2.0,18.51851851851852,,0.06605823554976098
11,skrf,8,,,18.51851851851852,0.8345109671108715,0.07040417209908734
12,sporf,134,1.700152012284963,3.0,18.51851851851852,,0.06084311169056933
13,skrf,4531,,,18.51851851851852,0.5477012429703514,0.06040851803563663
14,skrf,3168,,,55.55555555555555,0.035761639290694834,0.05823554976097345
15,skrf,3168,,,55.55555555555555,0.035761639290694834,0.0530204259017818
16,skrf,2229,,,18.51851851851852,0.7726068437227294,0.06605823554976098
17,skrf,13,,,18.51851851851852,0.2785855417388708,0.06171229900043462
18,sporf,47,3.6373126973545418,3.0,18.51851851851852,,0.06040851803563663
19,skrf,58,,,18.51851851851852,0.1418753233671037,0.06040851803563663
20,sporf,4,0.881737158932048,8.0,18.51851851851852,,0.06953498478922204
21,skrf,3649,,,18.51851851851852,0.4628763911771633,0.0634506736201651
22,sporf,315,1.0351719751424562,2.5,18.51851851851852,,0.05910473707083874
23,sporf,2940,3.2362874666646704,8.0,55.55555555555555,,0.05562798783137768
24,sporf,2940,3.2362874666646704,8.0,55.55555555555555,,0.054324206866579794
25,skrf,3125,,,18.51851851851852,0.8272057786383108,0.06431986093003039
26,sporf,1854,3.1487792861885797,3.0,55.55555555555555,,0.054758800521512385
27,sporf,1854,3.1487792861885797,3.0,55.55555555555555,,0.05910473707083874
28,skrf,5300,,,166.66666666666666,0.0666552984868,0.054758800521512385
29,skrf,5300,,,166.66666666666666,0.0666552984868,0.05171664493698391
30,skrf,5300,,,166.66666666666666,0.0666552984868,0.05388961321164709
31,skrf,2944,,,18.51851851851852,0.02145876807948046,0.0638852672750978
32,skrf,300,,,55.55555555555555,0.09121311930876853,0.056931768796175564
33,skrf,300,,,55.55555555555555,0.09121311930876853,0.054324206866579794
34,sporf,20,3.893560270964882,2.0,18.51851851851852,,0.0638852672750978
35,sporf,174,0.2312414580956643,2.5,18.51851851851852,,0.059973924380704036
36,sporf,630,3.9880875341090536,4.0,55.55555555555555,,0.056931768796175564
37,sporf,630,3.9880875341090536,4.0,55.55555555555555,,0.057366362451108266
38,sporf,5075,3.312788262775332,3.0,55.55555555555555,,0.05867014341590615
39,sporf,5075,3.312788262775332,3.0,55.55555555555555,,0.05780095610604086
40,sporf,675,3.1912492761159923,1.0,55.55555555555555,,0.06171229900043462
41,skrf,5468,,,500.0,0.07508296838504598,0.05084745762711862
42,skrf,5468,,,500.0,0.07508296838504598,0.049978270317253326
43,skrf,5468,,,500.0,0.07508296838504598,0.049978270317253326
44,sporf,4065,3.1022008163036228,1.5,55.55555555555555,,0.05910473707083874
45,sporf,3,3.173417048950303,1.5,55.55555555555555,,0.07866145154280746
46,skrf,100,,,55.55555555555555,0.10928965062247163,0.05606258148631027
47,sporf,1822,1.4682328819919637,1.0,55.55555555555555,,0.06040851803563663
48,skrf,3648,,,55.55555555555555,0.21215435018012582,0.05562798783137768
49,sporf,19,2.4812108531846313,8.0,166.66666666666666,,0.054758800521512385
50,sporf,19,2.4812108531846313,8.0,166.66666666666666,,0.0530204259017818
51,skrf,38,,,166.66666666666666,0.12807390150437584,0.052151238591916504
52,skrf,38,,,166.66666666666666,0.12807390150437584,0.0534550195567145
53,skrf,1049,,,500.0,0.09052335771365055,0.052151238591916504
54,skrf,1049,,,500.0,0.09052335771365055,0.05171664493698391
55,skrf,3103,,,500.0,0.0519553821432608,0.0534550195567145
56,skrf,3103,,,500.0,0.0519553821432608,0.052151238591916504
57,skrf,57,,,166.66666666666666,0.12670528898955474,0.055193394176444976
58,sporf,634,2.552704869530463,2.0,166.66666666666666,,0.056931768796175564
59,sporf,6,1.4031709279885716,3.0,166.66666666666666,,0.06431986093003039
60,skrf,380,,,166.66666666666666,0.12540552196531535,0.05562798783137768
61,skrf,2024,,,500.0,0.8986747031725021,0.0638852672750978
62,skrf,253,,,500.0,0.064149578894395,0.04823989569752285
63,sporf,1745,3.300114476342239,1.5,500.0,,0.059973924380704036
64,skrf,49,,,500.0,0.46072803942691476,0.059973924380704036
65,skrf,6629,,,500.0,0.06602478839028385,0.05606258148631027
66,skrf,6629,,,500.0,0.06602478839028385,0.05171664493698391
67,skrf,6629,,,500.0,0.06602478839028385,0.05041286397218603
68,skrf,6629,,,500.0,0.06602478839028385,0.05128205128205132
69,skrf,6796,,,18.51851851851852,0.02401145588402604,0.0638852672750978
70,skrf,1028,,,18.51851851851852,0.6985274168931361,0.06605823554976098
71,sporf,109,1.0794340342427116,1.0,18.51851851851852,,0.06301607996523251
72,sporf,2,2.4840311132292876,8.0,18.51851851851852,,0.08778791829639288
73,skrf,5,,,18.51851851851852,0.02762604486877321,0.14689265536723162
74,skrf,3159,,,55.55555555555555,0.3300861640981415,0.059539330725771444
75,skrf,3159,,,55.55555555555555,0.3300861640981415,0.06258148631029992
76,skrf,3949,,,18.51851851851852,0.018257161556355903,0.0634506736201651
77,skrf,2064,,,55.55555555555555,0.3442835638931193,0.06127770534550192
78,skrf,2064,,,55.55555555555555,0.3442835638931193,0.057366362451108266
79,sporf,2,2.3572148339587513,2.5,18.51851851851852,,0.09691438504997829
80,sporf,4,2.5222485767335616,8.0,18.51851851851852,,0.07214254671881792
81,skrf,726,,,55.55555555555555,0.03961422614161549,0.06040851803563663
82,skrf,726,,,55.55555555555555,0.03961422614161549,0.0530204259017818
83,skrf,2768,,,55.55555555555555,0.010934985331427427,0.056931768796175564
84,skrf,2768,,,55.55555555555555,0.010934985331427427,0.05649717514124297
85,sporf,3,2.5201991469206075,8.0,18.51851851851852,,0.07301173402868322
86,skrf,6102,,,55.55555555555555,0.1069414187736693,0.06171229900043462
87,skrf,6102,,,55.55555555555555,0.1069414187736693,0.05649717514124297
88,skrf,6533,,,166.66666666666666,0.0901202839559885,0.055193394176444976
89,skrf,6533,,,166.66666666666666,0.0901202839559885,0.052151238591916504
90,skrf,6533,,,166.66666666666666,0.0901202839559885,0.05041286397218603
91,sporf,2,2.466206143058689,8.0,18.51851851851852,,0.10169491525423724
92,skrf,2,,,18.51851851851852,0.031690596019686525,0.32507605388961325
93,skrf,6,,,18.51851851851852,0.06331461001525694,0.09300304215558453
94,skrf,7856,,,166.66666666666666,0.09426259646325018,0.05867014341590615
95,skrf,7856,,,166.66666666666666,0.09426259646325018,0.052151238591916504
96,skrf,7856,,,166.66666666666666,0.09426259646325018,0.05084745762711862
97,skrf,6,,,18.51851851851852,0.05252918707309868,0.11082138200782266
98,skrf,25,,,18.51851851851852,0.7380360440984209,0.0638852672750978
99,skrf,2,,,18.51851851851852,0.0555377634970874,0.17557583659278575
100,skrf,5853,,,55.55555555555555,0.11895272433600947,0.057366362451108266
101,skrf,5853,,,55.55555555555555,0.11895272433600947,0.055193394176444976
102,skrf,4253,,,18.51851851851852,0.39349328019623214,0.06258148631029992
103,sporf,6,2.5265427222520778,8.0,18.51851851851852,,0.062146892655367214
104,skrf,6,,,18.51851851851852,0.08539517185511747,0.0956106040851804
105,skrf,7559,,,500.0,0.10260537142883028,0.054324206866579794
106,skrf,7559,,,500.0,0.10260537142883028,0.05084745762711862
107,skrf,7559,,,500.0,0.10260537142883028,0.049978270317253326
108,skrf,17,,,55.55555555555555,0.09426964023006974,0.059539330725771444
109,skrf,381,,,166.66666666666666,0.040724281937805265,0.05258583224684921
110,skrf,381,,,166.66666666666666,0.040724281937805265,0.05084745762711862
111,sporf,8,0.2440358654085296,8.0,55.55555555555555,,0.06171229900043462
112,skrf,48,,,55.55555555555555,0.6293894472816073,0.0638852672750978
113,sporf,29,2.5748405376804504,8.0,166.66666666666666,,0.05649717514124297
114,sporf,29,2.5748405376804504,8.0,166.66666666666666,,0.05258583224684921
115,sporf,4,2.579833751567728,8.0,55.55555555555555,,0.06431986093003039
116,sporf,4,2.573132326432701,8.0,55.55555555555555,,0.0647544545849631
117,skrf,5566,,,55.55555555555555,0.7319482305381272,0.06431986093003039
118,skrf,5564,,,166.66666666666666,0.0830207410855566,0.054324206866579794
119,skrf,5937,,,500.0,0.11501048088155127,0.052151238591916504
120,skrf,5937,,,500.0,0.11501048088155127,0.05258583224684921
121,skrf,4220,,,500.0,0.09547112784125263,0.05258583224684921
122,skrf,4220,,,500.0,0.09547112784125263,0.05171664493698391
123,skrf,630,,,166.66666666666666,0.6297103389901642,0.06171229900043462
124,skrf,1386,,,166.66666666666666,0.10783538816013286,0.055193394176444976
125,skrf,123,,,166.66666666666666,0.016256249130798702,0.0530204259017818
126,skrf,12,,,500.0,0.5518336799666395,0.06562364189482839
127,skrf,72,,,500.0,0.7238740123758228,0.0638852672750978
128,skrf,3543,,,500.0,0.0977347011179743,0.05084745762711862
129,skrf,4628,,,500.0,0.09619968695322922,0.04867448935245544
130,skrf,2325,,,18.51851851851852,0.0926319992186211,0.05867014341590615
131,skrf,5502,,,18.51851851851852,0.07779867866080872,0.05867014341590615
132,sporf,212,0.6446495750602828,1.5,18.51851851851852,,0.0638852672750978
133,sporf,4711,3.840198815141387,3.0,55.55555555555555,,0.056931768796175564
134,sporf,4711,3.840198815141387,3.0,55.55555555555555,,0.05649717514124297
135,skrf,2086,,,166.66666666666666,0.08775276071800597,0.05649717514124297
136,skrf,2086,,,166.66666666666666,0.08775276071800597,0.05171664493698391
137,skrf,2086,,,166.66666666666666,0.08775276071800597,0.05258583224684921
138,skrf,13,,,18.51851851851852,0.7591153735182867,0.0647544545849631
139,skrf,1784,,,55.55555555555555,0.09778639594609077,0.055193394176444976
140,skrf,1784,,,55.55555555555555,0.09778639594609077,0.0534550195567145
141,skrf,1362,,,18.51851851851852,0.08403700520920238,0.05780095610604086
142,skrf,7201,,,18.51851851851852,0.07224290512115925,0.06084311169056933
143,skrf,1765,,,18.51851851851852,0.10661471649503787,0.05867014341590615
144,skrf,746,,,18.51851851851852,0.1132309274688506,0.06040851803563663
145,skrf,294,,,18.51851851851852,0.04369756766228362,0.05867014341590615
146,skrf,1156,,,18.51851851851852,0.11611986962983203,0.06084311169056933
147,skrf,4805,,,55.55555555555555,0.09371104652608309,0.05780095610604086
148,skrf,4805,,,55.55555555555555,0.09371104652608309,0.0534550195567145
149,skrf,376,,,55.55555555555555,0.054863238356527906,0.05258583224684921
150,skrf,376,,,55.55555555555555,0.054863238356527906,0.05562798783137768
151,skrf,4868,,,166.66666666666666,0.09781719372337845,0.054324206866579794
152,skrf,4868,,,166.66666666666666,0.09781719372337845,0.05128205128205132
153,skrf,4868,,,166.66666666666666,0.09781719372337845,0.052151238591916504
154,skrf,4944,,,55.55555555555555,0.07095305693175338,0.057366362451108266
155,skrf,4944,,,55.55555555555555,0.07095305693175338,0.055193394176444976
156,skrf,6730,,,55.55555555555555,0.06726220532036509,0.05606258148631027
157,skrf,6730,,,55.55555555555555,0.06726220532036509,0.052151238591916504
158,sporf,30,0.7560425584730188,2.0,18.51851851851852,,0.05780095610604086
159,skrf,1889,,,500.0,0.08707298998209828,0.055193394176444976
160,skrf,1889,,,500.0,0.08707298998209828,0.05084745762711862
161,skrf,1889,,,500.0,0.08707298998209828,0.05128205128205132
162,skrf,1889,,,500.0,0.08707298998209828,0.05258583224684921
163,skrf,98,,,18.51851851851852,0.39790518533674296,0.059973924380704036
164,skrf,5,,,18.51851851851852,0.18057626318343867,0.08344198174706652
165,sporf,1580,1.8950882121731034,4.0,18.51851851851852,,0.05910473707083874
166,sporf,5,2.611773728894953,4.0,18.51851851851852,,0.07388092133854851
167,sporf,88,2.83663952691046,2.0,18.51851851851852,,0.06084311169056933
168,skrf,2762,,,18.51851851851852,0.0626306536142633,0.059539330725771444
169,skrf,3,,,18.51851851851852,0.865614465332916,0.09256844850065193
170,skrf,2552,,,55.55555555555555,0.10817874867962429,0.054324206866579794
171,skrf,1202,,,166.66666666666666,0.10241540117350346,0.0534550195567145
172,skrf,1202,,,166.66666666666666,0.10241540117350346,0.052151238591916504
173,skrf,6659,,,55.55555555555555,0.11096801038242682,0.05388961321164709
174,skrf,973,,,166.66666666666666,0.0482833412697809,0.05041286397218603
175,skrf,973,,,166.66666666666666,0.0482833412697809,0.05388961321164709
176,skrf,2090,,,55.55555555555555,0.11780157013287275,0.05780095610604086
177,skrf,4285,,,500.0,0.07793527635787145,0.05084745762711862
178,skrf,4285,,,500.0,0.07793527635787145,0.05128205128205132
179,skrf,4285,,,500.0,0.07793527635787145,0.05041286397218603
180,sporf,15,3.2048604498557154,4.0,55.55555555555555,,0.059539330725771444
181,sporf,2,0.7857976962159887,3.0,55.55555555555555,,0.09778357235984358
182,skrf,1307,,,55.55555555555555,0.297510245904914,0.05867014341590615
