,clf,max_depth,max_features_sporf,sporf_fc,budget,max_features_sk,loss
0,sporf,3472,2.950248978919226,2.5,18.51851851851852,,0.04210526315789476
1,sporf,25,0.08954442104161568,2.5,55.55555555555555,,0.03508771929824561
2,sporf,25,0.08954442104161568,2.5,55.55555555555555,,0.03157894736842104
3,sporf,86,1.711483866887176,2.5,18.51851851851852,,0.038596491228070184
4,sporf,192,0.6353183100677954,2.0,18.51851851851852,,0.04210526315789476
5,skrf,3,,,18.51851851851852,0.639001975208293,0.06315789473684208
6,skrf,2012,,,18.51851851851852,0.5620931454556796,0.056140350877192935
7,skrf,5604,,,18.51851851851852,0.632440986307076,0.06315789473684208
8,skrf,9,,,55.55555555555555,0.1429910473407499,0.028070175438596467
9,skrf,9,,,55.55555555555555,0.1429910473407499,0.052631578947368474
10,skrf,565,,,18.51851851851852,0.10753440185686573,0.052631578947368474
11,sporf,7,0.5272915492729573,8.0,166.66666666666666,,0.03157894736842104
12,sporf,7,0.5272915492729573,8.0,166.66666666666666,,0.028070175438596467
13,sporf,7,0.5272915492729573,8.0,166.66666666666666,,0.028070175438596467
14,sporf,3924,1.880020283998237,4.0,18.51851851851852,,0.04210526315789476
15,skrf,8,,,18.51851851851852,0.3670616123263439,0.056140350877192935
16,sporf,6,1.8503652789521083,2.5,18.51851851851852,,0.04210526315789476
17,sporf,347,0.9092614439251967,4.0,55.55555555555555,,0.03508771929824561
18,sporf,347,0.9092614439251967,4.0,55.55555555555555,,0.03508771929824561
19,sporf,2532,3.4690104570657763,1.5,18.51851851851852,,0.04561403508771933
20,sporf,36,0.45083347992799744,2.0,18.51851851851852,,0.04210526315789476
21,sporf,731,3.8934232126273556,3.0,166.66666666666666,,0.03157894736842104
22,sporf,731,3.8934232126273556,3.0,166.66666666666666,,0.028070175438596467
23,sporf,731,3.8934232126273556,3.0,166.66666666666666,,0.03157894736842104
24,skrf,1137,,,18.51851851851852,0.1418248194611712,0.052631578947368474
25,sporf,135,3.4425331148544784,2.5,18.51851851851852,,0.038596491228070184
26,skrf,6,,,18.51851851851852,0.06534617704850229,0.05964912280701751
27,skrf,63,,,18.51851851851852,0.7729951058492953,0.056140350877192935
28,sporf,17,0.1774073320131511,4.0,500.0,,0.03157894736842104
29,sporf,17,0.1774073320131511,4.0,500.0,,0.021052631578947323
30,sporf,17,0.1774073320131511,4.0,500.0,,0.024561403508771895
31,sporf,17,0.1774073320131511,4.0,500.0,,0.024561403508771895
32,sporf,2,0.09394758378316523,1.5,18.51851851851852,,0.06315789473684208
33,skrf,12,,,55.55555555555555,0.14266565285204122,0.038596491228070184
34,skrf,12,,,55.55555555555555,0.14266565285204122,0.052631578947368474
35,sporf,9,1.03009391653614,2.0,55.55555555555555,,0.03508771929824561
36,sporf,9,1.03009391653614,2.0,55.55555555555555,,0.03508771929824561
37,skrf,19,,,18.51851851851852,0.14278146611746395,0.056140350877192935
38,sporf,3,0.7159221717446155,4.0,55.55555555555555,,0.021052631578947323
39,sporf,3,0.7159221717446155,4.0,55.55555555555555,,0.028070175438596467
40,skrf,3,,,55.55555555555555,0.142050382116317,0.06666666666666665
41,skrf,2,,,55.55555555555555,0.24427816989075257,0.05964912280701751
42,sporf,2,1.7795197031363155,1.0,55.55555555555555,,0.06315789473684208
43,sporf,23,0.763725274368692,2.5,55.55555555555555,,0.04210526315789476
44,sporf,34,0.5145828840718981,2.5,166.66666666666666,,0.028070175438596467
