,clf,max_depth,max_features_sk,budget,max_features_sporf,sporf_fc,loss
0,skrf,50,0.6692224011915034,55.55555555555555,,,0.09327846364883396
1,skrf,50,0.6692224011915034,55.55555555555555,,,0.10013717421124824
2,sporf,3,,18.51851851851852,1.1721721855243807,1.0,0.11111111111111116
3,skrf,197,0.016089130532734128,18.51851851851852,,,0.12345679012345678
4,skrf,33,0.8716999056583301,18.51851851851852,,,0.10699588477366251
5,sporf,222,,18.51851851851852,0.5817737289814461,1.5,0.11111111111111116
6,sporf,774,,55.55555555555555,1.7902053884009548,1.0,0.0960219478737997
7,sporf,774,,55.55555555555555,1.7902053884009548,1.0,0.10425240054869689
8,sporf,70,,18.51851851851852,1.2628974267097821,1.0,0.10288065843621397
9,skrf,1950,0.3819908322975093,18.51851851851852,,,0.1152263374485597
10,skrf,2585,0.5764916936013376,18.51851851851852,,,0.10288065843621397
11,sporf,20,,18.51851851851852,3.8766169502439345,8.0,0.10699588477366251
12,skrf,2456,0.18893552341438688,18.51851851851852,,,0.10425240054869689
13,sporf,20,,166.66666666666666,3.353467389754484,2.0,0.10150891632373116
14,sporf,20,,166.66666666666666,3.353467389754484,2.0,0.09327846364883396
15,sporf,20,,166.66666666666666,3.353467389754484,2.0,0.09739368998628262
16,sporf,92,,55.55555555555555,0.7358502336159081,1.0,0.10013717421124824
17,sporf,92,,55.55555555555555,0.7358502336159081,1.0,0.10150891632373116
18,skrf,1942,0.532779417759338,18.51851851851852,,,0.10150891632373116
19,skrf,957,0.5013189914571576,18.51851851851852,,,0.10425240054869689
20,sporf,159,,18.51851851851852,3.8337731420571255,8.0,0.10288065843621397
21,skrf,653,0.46782034173035986,55.55555555555555,,,0.10013717421124824
22,skrf,653,0.46782034173035986,55.55555555555555,,,0.10288065843621397
23,skrf,3,0.10143696741221261,18.51851851851852,,,0.13168724279835387
24,skrf,478,0.1498351897469187,18.51851851851852,,,0.11659807956104251
25,skrf,462,0.5874441616172118,166.66666666666666,,,0.09739368998628262
26,skrf,462,0.5874441616172118,166.66666666666666,,,0.09465020576131689
27,skrf,462,0.5874441616172118,166.66666666666666,,,0.0960219478737997
28,sporf,4,,18.51851851851852,1.9526583202433057,2.0,0.1056241426611797
29,skrf,995,0.45636083638393826,55.55555555555555,,,0.10150891632373116
30,skrf,995,0.45636083638393826,55.55555555555555,,,0.09876543209876543
31,sporf,98,,18.51851851851852,2.3065242856094685,2.5,0.10836762688614543
32,skrf,931,0.4968524639482558,55.55555555555555,,,0.10013717421124824
33,skrf,931,0.4968524639482558,55.55555555555555,,,0.09876543209876543
34,skrf,1156,0.43138969159380747,18.51851851851852,,,0.10288065843621397
35,skrf,79,0.5949058924572102,500.0,,,0.10013717421124824
36,skrf,79,0.5949058924572102,500.0,,,0.0960219478737997
37,skrf,79,0.5949058924572102,500.0,,,0.09190672153635115
38,skrf,79,0.5949058924572102,500.0,,,0.09327846364883396
39,skrf,9,0.2907410361419242,18.51851851851852,,,0.10836762688614543
40,skrf,844,0.45425138015948435,55.55555555555555,,,0.09876543209876543
41,skrf,258,0.724823597544159,55.55555555555555,,,0.09876543209876543
42,skrf,531,0.4924276596049423,55.55555555555555,,,0.09876543209876543
43,skrf,25,0.5536724547440851,55.55555555555555,,,0.09876543209876543
44,skrf,780,0.8951064713458502,500.0,,,0.09465020576131689
45,skrf,780,0.8951064713458502,500.0,,,0.0960219478737997
46,skrf,780,0.8951064713458502,500.0,,,0.0960219478737997
47,skrf,671,0.8677857356230169,166.66666666666666,,,0.0960219478737997
48,skrf,671,0.8677857356230169,166.66666666666666,,,0.0960219478737997
49,sporf,5652,,166.66666666666666,3.353479684240143,2.0,0.09190672153635115
50,sporf,5652,,166.66666666666666,3.353479684240143,2.0,0.10013717421124824
51,sporf,2964,,55.55555555555555,3.3421936406567627,2.0,0.09739368998628262
52,skrf,222,0.04148427412431244,55.55555555555555,,,0.1248285322359396
53,skrf,4526,0.8723299814753304,166.66666666666666,,,0.09465020576131689
54,sporf,190,,166.66666666666666,0.47050303444943165,4.0,0.09876543209876543
55,skrf,1037,0.8891221231170245,166.66666666666666,,,0.10288065843621397
56,sporf,73,,500.0,1.2445519108061691,2.0,0.09190672153635115
57,sporf,73,,500.0,1.2445519108061691,2.0,0.09876543209876543
58,sporf,826,,500.0,3.3573401830345966,2.0,0.09327846364883396
59,sporf,826,,500.0,3.3573401830345966,2.0,0.09190672153635115
60,sporf,3,,166.66666666666666,3.3506650521561245,2.0,0.10699588477366251
61,skrf,155,0.6051847297787986,500.0,,,0.09465020576131689
62,skrf,9,0.31633009814860047,500.0,,,0.10288065843621397
63,skrf,749,0.7514607248300612,500.0,,,0.09876543209876543
